Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"Проект дома №58-28BABL площадью 157,33 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_61_floor_plans_sunset_static/58-28BABL.jpg,Планы домов и коттеджей,,"Проект дома №58-28BABL: площадь 157,33 м², 2 этажа, габариты 10.7×12.2 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/58-28BABL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_sunset_static_batch_61&utm_content=pin_11635_58-28BABL_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 58-28BABL, проект дома 157,33 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
Проект дома №50-68 площадью 197 м² с планировками,https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_62_floor_plans_forest_static/50-68.jpg,Удобные планировки домов,,"Проект дома №50-68: площадь 197 м², 3 этажа, габариты 10.2×15.5 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/50-68?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_forest_static_batch_62&utm_content=pin_11835_50-68_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 50-68, проект дома 197 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №62-38CB площадью 301,59 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_63_floor_plans_minimal_static/62-38CB.jpg,Современные проекты домов,,"Проект дома №62-38CB: площадь 301,59 м², 2 этажа, габариты 17.9×13.2 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/62-38CB?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_minimal_static_batch_63&utm_content=pin_12035_62-38CB_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 62-38CB, проект дома 301,59 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №65-88 площадью 150,62 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_61_floor_plans_sunset_static/65-88.jpg,Планы домов и коттеджей,,"Проект дома №65-88: площадь 150,62 м², 2 этажа, габариты 9.4×13.14 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/65-88?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_sunset_static_batch_61&utm_content=pin_11636_65-88_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 65-88, проект дома 150,62 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №13-89 площадью 97,6 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_62_floor_plans_forest_static/13-89.jpg,Удобные планировки домов,,"Проект дома №13-89: площадь 97,6 м², 1 этаж, габариты 9.4×14.4 м, материал стен — дерево. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/13-89?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_forest_static_batch_62&utm_content=pin_11836_13-89_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 13-89, проект дома 97,6 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, дерево, catalog-plans.ru"
"Проект дома №57-16 площадью 158,14 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_63_floor_plans_minimal_static/57-16.jpg,Современные проекты домов,,"Проект дома №57-16: площадь 158,14 м², 2 этажа, габариты 11.15×11.4 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/57-16?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_minimal_static_batch_63&utm_content=pin_12036_57-16_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 57-16, проект дома 158,14 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №45-64ZARGL площадью 253,44 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_61_floor_plans_sunset_static/45-64ZARGL.jpg,Планы домов и коттеджей,,"Проект дома №45-64ZARGL: площадь 253,44 м², 2 этажа, габариты 11.25×17.8 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/45-64ZARGL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_sunset_static_batch_61&utm_content=pin_11637_45-64ZARGL_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 45-64ZARGL, проект дома 253,44 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №62-68AB площадью 237,2 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_62_floor_plans_forest_static/62-68AB.jpg,Удобные планировки домов,,"Проект дома №62-68AB: площадь 237,2 м², 2 этажа, габариты 11.4×19.76 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/62-68AB?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_forest_static_batch_62&utm_content=pin_11837_62-68AB_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 62-68AB, проект дома 237,2 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №51-15 площадью 159,5 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_63_floor_plans_minimal_static/51-15.jpg,Современные проекты домов,,"Проект дома №51-15: площадь 159,5 м², 1 этаж, габариты 9.5×15.8 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/51-15?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_minimal_static_batch_63&utm_content=pin_12037_51-15_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 51-15, проект дома 159,5 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №70-25 площадью 188,82 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_61_floor_plans_sunset_static/70-25.jpg,Планы домов и коттеджей,,"Проект дома №70-25: площадь 188,82 м², 2 этажа, габариты 7.58×14.54 м, материал стен — деревянный каркас. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/70-25?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_sunset_static_batch_61&utm_content=pin_11638_70-25_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 70-25, проект дома 188,82 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, деревянный каркас, catalog-plans.ru"
"Проект дома №80-12 площадью 423,3 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_62_floor_plans_forest_static/80-12.jpg,Удобные планировки домов,,"Проект дома №80-12: площадь 423,3 м², 2 этажа, габариты 20.06×20.45 м, материал стен — кирпич. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/80-12?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_forest_static_batch_62&utm_content=pin_11838_80-12_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 80-12, проект дома 423,3 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, кирпич, catalog-plans.ru"
"Проект дома №58-09PKB площадью 137,75 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_63_floor_plans_minimal_static/58-09PKB.jpg,Современные проекты домов,,"Проект дома №58-09PKB: площадь 137,75 м², 2 этажа, габариты 9×15.3 м, материал стен — керамзитобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/58-09PKB?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_minimal_static_batch_63&utm_content=pin_12038_58-09PKB_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 58-09PKB, проект дома 137,75 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, керамзитобетон, catalog-plans.ru"
"Проект дома №58-70NAL площадью 156,34 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_61_floor_plans_sunset_static/58-70NAL.jpg,Планы домов и коттеджей,,"Проект дома №58-70NAL: площадь 156,34 м², 1 этаж, габариты 12×18.4 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/58-70NAL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_sunset_static_batch_61&utm_content=pin_11639_58-70NAL_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 58-70NAL, проект дома 156,34 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №33-93 площадью 286,5 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_62_floor_plans_forest_static/33-93.jpg,Удобные планировки домов,,"Проект дома №33-93: площадь 286,5 м², 2 этажа, габариты 13.2×16.9 м, материал стен — кирпич. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/33-93?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_forest_static_batch_62&utm_content=pin_11839_33-93_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 33-93, проект дома 286,5 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, кирпич, catalog-plans.ru"
"Проект дома №65-04L площадью 220,83 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_63_floor_plans_minimal_static/65-04L.jpg,Современные проекты домов,,"Проект дома №65-04L: площадь 220,83 м², 2 этажа, габариты 12.1×14.79 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/65-04L?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_minimal_static_batch_63&utm_content=pin_12039_65-04L_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 65-04L, проект дома 220,83 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №40-23L площадью 252,47 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_61_floor_plans_sunset_static/40-23L.jpg,Планы домов и коттеджей,,"Проект дома №40-23L: площадь 252,47 м², 2 этажа, габариты 13.07×18.2 м, материал стен — кирпич. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/40-23L?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_sunset_static_batch_61&utm_content=pin_11640_40-23L_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 40-23L, проект дома 252,47 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, кирпич, catalog-plans.ru"
Проект дома №50-83 площадью 267 м² с планировками,https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_62_floor_plans_forest_static/50-83.jpg,Удобные планировки домов,,"Проект дома №50-83: площадь 267 м², 2 этажа, габариты 14.1×15 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/50-83?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_forest_static_batch_62&utm_content=pin_11840_50-83_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 50-83, проект дома 267 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №59-97BAL площадью 163,91 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_63_floor_plans_minimal_static/59-97BAL.jpg,Современные проекты домов,,"Проект дома №59-97BAL: площадь 163,91 м², 2 этажа, габариты 10.7×11.8 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/59-97BAL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_minimal_static_batch_63&utm_content=pin_12040_59-97BAL_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 59-97BAL, проект дома 163,91 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №72-25 площадью 153,4 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_61_floor_plans_sunset_static/72-25.jpg,Планы домов и коттеджей,,"Проект дома №72-25: площадь 153,4 м², 1 этаж, габариты 9.7×15.76 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/72-25?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_sunset_static_batch_61&utm_content=pin_11641_72-25_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 72-25, проект дома 153,4 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №62-30DAL площадью 166,09 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_62_floor_plans_forest_static/62-30DAL.jpg,Удобные планировки домов,,"Проект дома №62-30DAL: площадь 166,09 м², 1 этаж, габариты 14.8×18.3 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/62-30DAL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_forest_static_batch_62&utm_content=pin_11841_62-30DAL_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 62-30DAL, проект дома 166,09 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №45-64ABBGL площадью 388,71 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_63_floor_plans_minimal_static/45-64ABBGL.jpg,Современные проекты домов,,"Проект дома №45-64ABBGL: площадь 388,71 м², 2 этажа, габариты 13.8×22.1 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/45-64ABBGL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_minimal_static_batch_63&utm_content=pin_12041_45-64ABBGL_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 45-64ABBGL, проект дома 388,71 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №68-18AL площадью 188,16 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_61_floor_plans_sunset_static/68-18AL.jpg,Планы домов и коттеджей,,"Проект дома №68-18AL: площадь 188,16 м², 2 этажа, габариты 10.5×16.2 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/68-18AL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_sunset_static_batch_61&utm_content=pin_11642_68-18AL_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 68-18AL, проект дома 188,16 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №40-11S площадью 246,76 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_62_floor_plans_forest_static/40-11S.jpg,Удобные планировки домов,,"Проект дома №40-11S: площадь 246,76 м², 3 этажа, габариты 13.67×14.72 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/40-11S?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_forest_static_batch_62&utm_content=pin_11842_40-11S_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 40-11S, проект дома 246,76 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №49-53 площадью 228,45 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_63_floor_plans_minimal_static/49-53.jpg,Современные проекты домов,,"Проект дома №49-53: площадь 228,45 м², 3 этажа, габариты 13.3×13.3 м, материал стен — кирпич. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/49-53?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_minimal_static_batch_63&utm_content=pin_12042_49-53_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 49-53, проект дома 228,45 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, кирпич, catalog-plans.ru"
"Проект дома №57-73 площадью 215,67 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_61_floor_plans_sunset_static/57-73.jpg,Планы домов и коттеджей,,"Проект дома №57-73: площадь 215,67 м², 2 этажа, габариты 8.4×11.8 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/57-73?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_sunset_static_batch_61&utm_content=pin_11643_57-73_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 57-73, проект дома 215,67 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №45-21 площадью 213,6 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_62_floor_plans_forest_static/45-21.jpg,Удобные планировки домов,,"Проект дома №45-21: площадь 213,6 м², 2 этажа, габариты 14.92×21.01 м, материал стен — кирпич. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/45-21?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_forest_static_batch_62&utm_content=pin_11843_45-21_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 45-21, проект дома 213,6 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, кирпич, catalog-plans.ru"
"Проект дома №57-00I площадью 182,62 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_63_floor_plans_minimal_static/57-00I.jpg,Современные проекты домов,,"Проект дома №57-00I: площадь 182,62 м², 2 этажа, габариты 12.95×16.5 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/57-00I?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_minimal_static_batch_63&utm_content=pin_12043_57-00I_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 57-00I, проект дома 182,62 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №40-56DBGL площадью 214,41 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_61_floor_plans_sunset_static/40-56DBGL.jpg,Планы домов и коттеджей,,"Проект дома №40-56DBGL: площадь 214,41 м², 2 этажа, габариты 13.02×13.22 м, материал стен — кирпич. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/40-56DBGL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_sunset_static_batch_61&utm_content=pin_11644_40-56DBGL_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 40-56DBGL, проект дома 214,41 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, кирпич, catalog-plans.ru"
"Проект дома №61-34B площадью 131,27 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_62_floor_plans_forest_static/61-34B.jpg,Удобные планировки домов,,"Проект дома №61-34B: площадь 131,27 м², 2 этажа, габариты 9.4×9.74 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/61-34B?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_forest_static_batch_62&utm_content=pin_11844_61-34B_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 61-34B, проект дома 131,27 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №40-07 площадью 185,84 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_63_floor_plans_minimal_static/40-07.jpg,Современные проекты домов,,"Проект дома №40-07: площадь 185,84 м², 2 этажа, габариты 11.42×14.12 м, материал стен — кирпич. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/40-07?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_minimal_static_batch_63&utm_content=pin_12044_40-07_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 40-07, проект дома 185,84 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, кирпич, catalog-plans.ru"
"Проект дома №58-66K площадью 231,4 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_61_floor_plans_sunset_static/58-66K.jpg,Планы домов и коттеджей,,"Проект дома №58-66K: площадь 231,4 м², 2 этажа, габариты 12.73×19.26 м, материал стен — кирпич. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/58-66K?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_sunset_static_batch_61&utm_content=pin_11645_58-66K_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 58-66K, проект дома 231,4 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, кирпич, catalog-plans.ru"
"Проект дома №59-98TGL площадью 177,58 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_62_floor_plans_forest_static/59-98TGL.jpg,Удобные планировки домов,,"Проект дома №59-98TGL: площадь 177,58 м², 2 этажа, габариты 12.04×10.34 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/59-98TGL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_forest_static_batch_62&utm_content=pin_11845_59-98TGL_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 59-98TGL, проект дома 177,58 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №55-17 площадью 158,3 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_63_floor_plans_minimal_static/55-17.jpg,Современные проекты домов,,"Проект дома №55-17: площадь 158,3 м², 2 этажа, габариты 11.02×12.5 м, материал стен — газобетон. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/55-17?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_minimal_static_batch_63&utm_content=pin_12045_55-17_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 55-17, проект дома 158,3 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, газобетон, catalog-plans.ru"
"Проект дома №68-13X площадью 448,45 м² с планировками",https://raw.githubusercontent.com/nemchenik/test/6ba2fe170429aaf58e1b7a4bc220779b82af6c60/pinterest/generated_batch_61_floor_plans_sunset_static/68-13X.jpg,Планы домов и коттеджей,,"Проект дома №68-13X: площадь 448,45 м², 3 этажа, габариты 16.1×17.8 м, материал стен — монолитный каркас. На карточке показаны оригинальные планировки этажей. Сохраните планы дома и откройте проект, чтобы узнать подробности и актуальную стоимость.",https://catalog-plans.ru/catalog/68-13X?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_floor_plans_sunset_static_batch_61&utm_content=pin_11646_68-13X_plans&utm_term=proekty-domov-s-planirovkami,,"проект дома 68-13X, проект дома 448,45 м², планировка дома, планы этажей, готовый проект дома, оригинальная планировка, монолитный каркас, catalog-plans.ru"
